id,nome,data_inicio,data_termino_planejada,data_termino_real,orcamento_inicial,gerente,status,percentual_conclusao,spi,cpi,mudanca_escopo
PROJ-0148,O direito de concretizar seus projetos mais rapidamente,01/12/2024,10/11/2025,02/01/2026,4939207,Enrico da Paz,Atrasado,41.836988235667846,0.648284862750889,0.7809327442686664,Não
PROJ-0149,A segurança de evoluir com força total,21/06/2025,11/08/2025,08/09/2025,4311900,Bella Novais,Concluído,100.0,1.0229238575492547,1.1160793031749006,Não
PROJ-0150,A liberdade de realizar seus sonhos antes de tudo,22/08/2023,22/04/2024,30/12/2023,1612711,Stephany da Rocha,Cancelado,53.59608836633938,0.5359608836633938,0.8347600772934753,Não
PROJ-0151,O conforto de realizar seus sonhos em estado puro,09/10/2023,06/04/2024,22/05/2024,1155154,Camila Machado,Atrasado,57.3466850401598,0.573466850401598,0.9556378703869614,Sim
PROJ-0152,O poder de ganhar em estado puro,05/10/2023,08/11/2023,28/10/2023,2875605,Rafael Melo,Concluído,100.0,1.0763967841315512,0.9829645680602919,Não
PROJ-0153,A certeza de evoluir mais facilmente,13/08/2023,10/06/2024,07/10/2024,146706,Melina Sousa,Atrasado,69.91033963424817,0.6991033963424818,0.8212789431508742,Sim
PROJ-0154,A simplicidade de realizar seus sonhos naturalmente,13/01/2024,08/11/2024,30/10/2024,2060895,Eduardo das Neves,Em andamento,99.86685041853119,1.0425580088920035,0.921309152875711,Sim
PROJ-0155,A possibilidade de conseguir direto da fonte,11/06/2025,01/03/2026,14/03/2026,4010763,Milena Aparecida,Em andamento,9.216379169352615,0.956952192782521,0.932056697916687,Não
PROJ-0156,A liberdade de realizar seus sonhos sem preocupação,30/05/2024,27/03/2025,30/03/2025,1607868,Luiz Gustavo Garcia,Em andamento,99.9,1.1021609879323409,0.8861044113047314,Não
PROJ-0157,O prazer de concretizar seus projetos com força total,12/07/2023,13/11/2023,14/11/2023,2303495,Ana Júlia Duarte,Concluído,100.0,0.959082503343712,0.8837590772596492,Não
PROJ-0158,O direito de concretizar seus projetos mais facilmente,10/10/2023,07/10/2024,01/11/2024,2936121,Arthur Gabriel Garcia,Atrasado,84.14028047723336,0.8414028047723336,0.9462877147284855,Não
PROJ-0159,A vantagem de mudar simplesmente,04/01/2024,05/05/2024,30/09/2024,112274,Bento Cardoso,Atrasado,62.10044466604613,0.6210044466604613,0.8054439898023843,Não
PROJ-0160,A segurança de mudar em estado puro,25/06/2024,14/02/2025,02/02/2025,3556314,Dr. Gustavo Guerra,Em andamento,99.9,0.9807779331586697,1.010508633561313,Sim
PROJ-0161,O poder de concretizar seus projetos sem preocupação,10/02/2024,09/10/2024,02/10/2024,3523670,Luan da Cruz,Em andamento,99.9,0.9663098337240927,0.9330319688187952,Não
PROJ-0162,A simplicidade de concretizar seus projetos simplesmente,21/05/2024,31/07/2024,22/08/2024,4803407,Dr. Liam da Mata,Concluído,100.0,0.9739607380597346,0.9856070677089497,Não
PROJ-0163,A segurança de concretizar seus projetos de maneira eficaz,21/07/2024,02/01/2025,25/01/2025,1881585,Nina Silveira,Em andamento,93.04254287572759,1.0452882212040135,1.0497650832449437,Sim
PROJ-0164,O direito de concretizar seus projetos com força total,24/11/2023,30/04/2024,30/06/2024,2122148,Matheus da Paz,Atrasado,53.82582584839184,0.5382582584839184,0.7683080500859505,Sim
PROJ-0165,O poder de concretizar seus projetos mais facilmente,08/08/2023,06/06/2024,11/06/2024,1129368,João Pedro Ramos,Em andamento,99.9,1.1269014953866912,0.8371156794550912,Não
PROJ-0166,O direito de conseguir direto da fonte,11/01/2024,26/10/2024,14/03/2025,3673900,Ana Clara Martins,Atrasado,69.49528039770469,0.694952803977047,0.7353389265705584,Não
PROJ-0167,A simplicidade de atingir seus objetivos com toda a tranquilidade,22/02/2025,15/04/2025,18/04/2025,4721086,Bella Gomes,Em andamento,99.9,1.1277186602265632,0.9281652824142806,Não
PROJ-0168,A simplicidade de conseguir com força total,21/01/2025,12/05/2025,07/06/2025,4537213,Bella Silva,Em andamento,99.9,0.8909982045850868,1.167847010688867,Não
PROJ-0169,A simplicidade de realizar seus sonhos mais rapidamente,15/01/2025,22/09/2025,03/12/2025,165707,Leonardo da Costa,Atrasado,59.267235937215965,0.8371078522205645,0.7389375975817284,Não
PROJ-0170,O direito de atingir seus objetivos naturalmente,17/05/2024,16/01/2025,13/02/2025,2723079,Luana Cavalcante,Em andamento,99.9,1.135324973488859,0.9973799142419852,Não
PROJ-0171,O poder de inovar com confiança,27/05/2025,06/02/2026,25/01/2026,4002418,Sra. Maria Isis Mendonça,Concluído,100.0,1.019041380318896,0.9871315975127851,Não
PROJ-0172,O direito de concretizar seus projetos direto da fonte,16/02/2024,26/04/2024,22/04/2024,3398297,Maria Helena Pastor,Em andamento,99.9,1.039478989213,1.1823034922435307,Não
PROJ-0173,A vantagem de concretizar seus projetos naturalmente,16/01/2025,08/05/2025,20/05/2025,1285659,Bento da Mata,Concluído,100.0,0.965669087889467,1.02493366541967,Não
PROJ-0174,A arte de mudar com força total,31/12/2024,18/09/2025,28/08/2025,2796412,Luiz Fernando Lima,Concluído,100.0,0.9914117267142077,0.9485273284048712,Não
PROJ-0175,A possibilidade de mudar mais rapidamente,20/01/2025,26/02/2025,12/03/2025,4651179,Ana Luiza Ramos,Em andamento,83.10464964771052,1.0345418378816276,1.191998652185527,Não
PROJ-0176,A certeza de mudar com confiança,24/04/2024,23/10/2024,19/02/2025,2549377,Natália Dias,Atrasado,74.37647624096823,0.7437647624096823,0.7160627569699521,Sim
PROJ-0177,A simplicidade de conseguir mais rapidamente,27/03/2025,05/05/2025,29/04/2025,1223884,Aylla Cardoso,Concluído,100.0,1.0360761253625226,0.91510883419994,Não
PROJ-0178,A possibilidade de inovar antes de tudo,02/01/2024,14/12/2024,02/12/2024,2117354,Liz Sales,Concluído,100.0,1.0932159656796219,1.1658384378161142,Sim
PROJ-0179,A certeza de atingir seus objetivos com confiança,15/06/2025,27/02/2026,09/03/2026,910733,Otávio Ribeiro,Atrasado,8.607107939114659,0.8507795155201797,0.6737603209384906,Não
PROJ-0180,O conforto de realizar seus sonhos com confiança,23/10/2023,26/08/2024,14/08/2024,3214704,Brayan Pires,Em andamento,82.6671036266946,0.9761135864102044,1.0466788183272535,Não
PROJ-0181,O prazer de inovar em estado puro,10/04/2025,02/01/2026,29/01/2026,1533386,Rebeca Brito,Concluído,100.0,1.05267455567502,1.1796773839975092,Não
PROJ-0182,A certeza de inovar sem preocupação,19/05/2025,20/08/2025,30/07/2025,4963826,Otávio Rocha,Concluído,100.0,0.970708923837413,1.2067895020839032,Não
PROJ-0183,A liberdade de concretizar seus projetos mais facilmente,10/02/2024,20/05/2024,01/06/2024,4877879,Alexandre Sousa,Em andamento,84.40988162194543,1.0470229514790654,0.8714820150402477,Não
PROJ-0184,A simplicidade de evoluir simplesmente,21/10/2023,06/08/2024,03/08/2024,1841612,Sra. Alana Fogaça,Em andamento,99.9,1.0463590482690062,0.991103583034171,Sim
PROJ-0185,O conforto de avançar de maneira eficaz,06/10/2023,16/01/2024,10/04/2024,2387553,Ana Carolina da Mota,Atrasado,55.6324914674348,0.556324914674348,0.747625630235245,Não
PROJ-0186,A simplicidade de evoluir de maneira eficaz,11/09/2024,21/01/2025,14/02/2025,800018,Esther Correia,Atrasado,86.28298016137255,0.8628298016137255,0.7346507856956641,Não
PROJ-0187,O direito de mudar antes de tudo,04/11/2023,16/01/2024,14/06/2024,2775162,Anthony Vieira,Atrasado,56.760323103446154,0.5676032310344615,0.6856884178330288,Não
PROJ-0188,O prazer de realizar seus sonhos com confiança,23/01/2024,22/09/2024,10/01/2025,1860549,Maria Laura Cassiano,Atrasado,67.36706345636767,0.6736706345636767,0.7067461488572405,Não
PROJ-0189,A vantagem de evoluir mais facilmente,27/02/2025,04/08/2025,31/08/2025,1227737,Srta. Gabriela Carvalho,Em andamento,96.54296545220409,0.9926883102384622,1.078767032105731,Sim
PROJ-0190,O conforto de mudar naturalmente,18/05/2024,26/08/2024,27/08/2024,3835115,Sr. Otávio Cassiano,Concluído,100.0,1.0465203981384832,1.2493885346835019,Sim
PROJ-0191,O direito de evoluir de maneira eficaz,11/05/2024,21/08/2024,12/08/2024,2936663,Zoe Nascimento,Concluído,100.0,0.9672325532138792,1.0462504180371945,Não
PROJ-0192,A possibilidade de atingir seus objetivos mais facilmente,26/10/2023,03/07/2024,31/07/2024,1822171,Bruno da Cruz,Em andamento,99.9,1.10957720959164,0.875915697619631,Sim
PROJ-0193,A simplicidade de inovar mais rapidamente,03/01/2025,17/12/2025,13/01/2026,4975314,Ana Laura Câmara,Em andamento,52.76030599257325,1.1145787852740137,1.0841970768942182,Não
PROJ-0194,A possibilidade de realizar seus sonhos com confiança,22/06/2025,31/12/2025,21/01/2026,2291165,Ana Clara Nunes,Em andamento,8.634069447464045,0.90262851722963,0.9638991578822051,Não
PROJ-0195,A possibilidade de concretizar seus projetos com toda a tranquilidade,27/09/2024,09/06/2025,13/08/2025,727745,Manuela Machado,Atrasado,51.05267493825374,0.5105267493825374,0.714688797322741,Não
PROJ-0196,A segurança de atingir seus objetivos com toda a tranquilidade,11/04/2025,25/11/2025,30/11/2025,3341801,Ana Cecília Pinto,Em andamento,39.02616722146492,1.0028320743462142,0.9270863616323972,Não
PROJ-0197,A segurança de mudar com confiança,11/01/2024,18/02/2024,13/03/2024,4086419,Bryan Casa Grande,Em andamento,99.9,0.902420554119257,0.986181653790192,Não
PROJ-0198,O prazer de avançar mais rapidamente,24/06/2025,04/01/2026,08/01/2026,1642235,Ísis Vasconcelos,Em andamento,7.2167140149331965,0.9849340754172602,1.0884554851015331,Não
PROJ-0199,A liberdade de atingir seus objetivos com confiança,27/10/2024,14/07/2025,15/04/2025,3398223,Maria Sophia Caldeira,Cancelado,65.40720401986255,0.6617071223799323,0.7671690972713658,Não
PROJ-0200,A arte de mudar naturalmente,14/11/2023,02/05/2024,19/04/2024,3886563,Sr. Pedro Henrique da Conceição,Concluído,100.0,1.0528746840332113,1.197899978637246,Sim
PROJ-0201,A certeza de evoluir simplesmente,22/09/2023,29/08/2024,04/12/2024,237702,Noah Barbosa,Atrasado,83.24758067145875,0.8324758067145875,0.9605289465257854,Não
PROJ-0202,O prazer de realizar seus sonhos com toda a tranquilidade,23/11/2024,19/06/2025,09/07/2025,4847492,Sra. Maria Júlia Caldeira,Atrasado,63.6018258317393,0.636018258317393,0.7942176057213434,Não
PROJ-0203,O poder de avançar em estado puro,14/12/2024,20/09/2025,06/11/2025,4634829,Ana Vitória Oliveira,Atrasado,54.26860454940371,0.7270435059250258,0.7035065169464695,Não
PROJ-0204,A liberdade de concretizar seus projetos direto da fonte,26/01/2025,02/05/2025,25/05/2025,1010434,Ana Julia Gonçalves,Em andamento,99.9,0.8659240896777425,1.0201464358081633,Não
PROJ-0205,O direito de realizar seus sonhos simplesmente,08/10/2023,05/01/2024,27/04/2024,3854615,Isabella Oliveira,Atrasado,80.55856103680382,0.8055856103680382,0.8138335109344125,Não
PROJ-0206,A vantagem de inovar simplesmente,30/01/2025,06/05/2025,17/04/2025,3568542,Bernardo da Mota,Concluído,100.0,1.068946066907587,1.1428930112430093,Sim
PROJ-0207,A arte de concretizar seus projetos sem preocupação,28/08/2023,13/05/2024,12/05/2024,1482859,João Guilherme Câmara,Em andamento,99.9,0.9694729009018886,0.871772344639189,Não
PROJ-0208,A liberdade de evoluir em estado puro,28/12/2024,05/02/2025,24/01/2025,1101604,Jade Ribeiro,Concluído,100.0,1.0796215989650357,1.0117769587664076,Sim
PROJ-0209,A possibilidade de mudar com toda a tranquilidade,15/06/2025,11/11/2025,09/12/2025,2135006,Elisa da Rosa,Em andamento,18.350564740151768,0.904236555067659,1.132148227798208,Não
PROJ-0210,A certeza de concretizar seus projetos com confiança,18/02/2024,18/12/2024,11/05/2025,3239294,Ravi Nogueira,Atrasado,69.14531802418745,0.6914531802418744,0.9831513233619598,Não
PROJ-0211,O poder de conseguir mais rapidamente,08/03/2024,29/12/2024,18/12/2024,1183339,Davi Sousa,Concluído,100.0,1.008759167657668,1.0515218216332307,Não
PROJ-0212,O poder de atingir seus objetivos mais facilmente,14/02/2024,05/04/2024,28/03/2024,668017,Ester da Costa,Em andamento,99.9,0.8594698511707413,0.8581039932867408,Não
PROJ-0213,O conforto de mudar mais rapidamente,31/07/2023,17/07/2024,26/07/2024,2570436,Bárbara Nunes,Em andamento,82.83233493694871,0.9003489041923596,1.239512865680416,Sim
PROJ-0214,O direito de mudar de maneira eficaz,07/11/2024,16/01/2025,29/11/2024,2075228,Olívia Duarte,Cancelado,31.87836621791538,0.3187836621791538,0.9087777102924381,Não
PROJ-0215,A possibilidade de concretizar seus projetos mais facilmente,22/09/2024,14/02/2025,23/04/2025,618074,Sr. Henry Gabriel da Rocha,Atrasado,78.52068173037921,0.785206817303792,0.752278687508697,Não
PROJ-0216,O conforto de concretizar seus projetos mais facilmente,24/01/2024,09/03/2024,28/06/2024,4605353,Cauã Andrade,Atrasado,51.71844850823096,0.5171844850823096,0.6765349028406755,Sim
PROJ-0217,O poder de evoluir direto da fonte,02/02/2024,29/05/2024,07/05/2024,4968648,Dr. Joaquim da Rocha,Concluído,100.0,0.9678522929832318,1.088983851482139,Não
PROJ-0218,A liberdade de conseguir mais rapidamente,20/05/2024,19/04/2025,25/04/2025,931915,Leandro Andrade,Em andamento,99.9,1.1305123814537494,0.9273232016080053,Não
PROJ-0219,A arte de avançar mais rapidamente,20/02/2024,05/06/2024,06/06/2024,3498332,Luna da Luz,Em andamento,84.54184546180473,0.9754289984130301,1.205607771593276,Não
PROJ-0220,A possibilidade de avançar em estado puro,15/07/2024,10/12/2024,27/12/2024,658745,Thomas Barbosa,Concluído,100.0,1.0366987149266877,0.9629203496433472,Sim
PROJ-0221,A segurança de evoluir mais rapidamente,12/02/2025,21/09/2025,27/08/2025,2315401,Olivia Ribeiro,Concluído,100.0,1.0687704883717066,0.8807608635624309,Sim
PROJ-0222,A certeza de concretizar seus projetos antes de tudo,15/10/2023,04/09/2024,16/08/2024,1804055,Maria Julia Lima,Concluído,100.0,1.0647278933713062,1.106960229107941,Sim
PROJ-0223,A segurança de concretizar seus projetos de maneira eficaz,15/08/2023,20/01/2024,06/01/2024,2140405,Valentina Pacheco,Em andamento,99.9,1.1020888677510619,1.1843402285864024,Não
PROJ-0224,A simplicidade de avançar em estado puro,05/04/2024,25/10/2024,03/11/2024,1258170,Paulo Siqueira,Em andamento,99.9,1.06671256924391,0.8384879788366134,Sim
PROJ-0225,A liberdade de mudar de maneira eficaz,27/03/2025,02/01/2026,07/01/2026,3915531,Srta. Agatha Lopes,Em andamento,31.247408203156347,0.9597442975822529,0.8544081176681567,Sim
PROJ-0226,A liberdade de mudar de maneira eficaz,08/02/2024,01/07/2024,05/07/2024,2482689,Helena Viana,Em andamento,99.9,0.8988283469186776,0.97637811102652,Não
PROJ-0227,O direito de inovar com confiança,25/01/2024,27/11/2024,26/04/2025,1235924,Marcos Vinicius Rezende,Atrasado,77.435869685958,0.7743586968595799,0.678990211475412,Sim
PROJ-0228,O conforto de realizar seus sonhos com confiança,03/08/2024,12/09/2024,13/08/2024,4961336,Mateus Almeida,Cancelado,25.494295512817953,0.25494295512817955,0.9855242931534139,Não
PROJ-0229,A vantagem de inovar antes de tudo,07/10/2023,27/03/2024,17/04/2024,67021,Pedro Lucas Camargo,Em andamento,99.50565002194682,1.1466536501419287,1.1787886561424736,Sim
PROJ-0230,O conforto de atingir seus objetivos em estado puro,08/10/2024,10/07/2025,30/07/2025,1099787,Jade Novais,Em andamento,93.70392045619792,1.0780168987055352,1.1363090570085281,Não
PROJ-0231,A arte de ganhar com confiança,28/05/2024,23/05/2025,07/06/2025,2546989,Sra. Bárbara Novais,Em andamento,99.76849180983041,0.9393528867412466,1.1941038171547014,Não
PROJ-0232,A certeza de conseguir naturalmente,11/11/2023,22/05/2024,24/04/2024,4272522,Maria Clara Moreira,Concluído,100.0,1.062035967025947,1.0438102327012235,Não
PROJ-0233,O direito de evoluir sem preocupação,07/12/2024,18/10/2025,22/11/2025,3117213,João Lucas Carvalho,Atrasado,34.7594766937792,0.5069090351176134,0.7691826749431101,Sim
PROJ-0234,A segurança de evoluir simplesmente,11/09/2024,07/05/2025,20/10/2025,4589204,Dr. Arthur Gabriel Duarte,Atrasado,78.0587697253754,0.780587697253754,0.8001398094636574,Não
PROJ-0235,O prazer de mudar mais facilmente,15/04/2025,30/07/2025,20/07/2025,1086660,Leandro Barros,Em andamento,65.8780004325741,1.1264070411283835,0.8670946590681076,Não
PROJ-0236,A simplicidade de realizar seus sonhos com força total,09/07/2024,20/12/2024,29/12/2024,1071574,Heitor da Rosa,Em andamento,80.60901039995831,1.1265926397282389,1.2009879617231387,Não
PROJ-0237,O conforto de avançar naturalmente,23/12/2024,05/11/2025,17/11/2025,4419246,Maya Aragão,Em andamento,67.07441850214103,0.8962060726438571,1.0631583426266422,Não
PROJ-0238,O prazer de inovar com confiança,19/07/2024,27/03/2025,13/04/2025,1505012,Srta. Maitê Porto,Em andamento,82.28539388294024,1.0202841465903163,0.8933553028735615,Sim
PROJ-0239,A simplicidade de atingir seus objetivos sem preocupação,11/12/2024,10/04/2025,09/07/2025,2210635,Mariah Porto,Atrasado,83.53724093118731,0.8353724093118732,0.9508596825491277,Não
PROJ-0240,A arte de mudar mais facilmente,13/01/2025,29/12/2025,05/04/2026,3705032,Rael Castro,Atrasado,25.675327809545617,0.5020315493486573,0.9282831276025572,Não
PROJ-0241,O direito de mudar com toda a tranquilidade,19/06/2024,09/08/2024,20/08/2024,2838676,Srta. Luna Cardoso,Em andamento,81.07048733342282,0.9583335623443195,0.9631462823956414,Não
PROJ-0242,A vantagem de evoluir antes de tudo,16/03/2024,28/07/2024,16/07/2024,1406969,Sra. Luísa Viana,Em andamento,96.23588928134306,1.062448741919978,1.229722909395365,Não
PROJ-0243,O direito de evoluir de maneira eficaz,23/10/2024,26/03/2025,13/03/2025,1194226,Sarah Dias,Concluído,100.0,1.0235968013897958,1.0487858831614305,Não
PROJ-0244,A vantagem de atingir seus objetivos mais rapidamente,24/06/2025,01/09/2025,25/08/2025,1334654,Yuri da Mota,Em andamento,28.551353730674073,1.0149278981708152,1.1855449102881297,Não
PROJ-0245,A vantagem de mudar com força total,17/12/2024,26/06/2025,06/07/2025,1906881,Evelyn Pastor,Em andamento,87.6144541157583,1.0670214971478573,0.9010017476967069,Não
PROJ-0246,O prazer de avançar simplesmente,12/11/2024,08/03/2025,06/04/2025,2941769,Sr. Gael Vargas,Concluído,100.0,1.0502490725371745,0.8790408823222081,Sim
PROJ-0247,O poder de atingir seus objetivos sem preocupação,05/11/2023,20/09/2024,13/09/2024,3735762,Sra. Olivia Aparecida,Concluído,100.0,1.0466255344246023,0.8813685721842232,Não
PROJ-0248,A vantagem de evoluir simplesmente,12/02/2025,08/04/2025,20/06/2025,474768,Ana Liz Moraes,Atrasado,66.68482334933393,0.6668482334933392,0.6834480938506766,Sim
PROJ-0249,A arte de atingir seus objetivos simplesmente,25/01/2025,10/05/2025,28/08/2025,2162234,Leandro Cirino,Atrasado,65.78144078676561,0.6578144078676561,0.8075543194069366,Sim
PROJ-0250,A arte de avançar mais facilmente,11/12/2023,31/05/2024,06/11/2024,1416364,Thiago Fonseca,Atrasado,86.00898932540038,0.8600898932540036,0.8573348158179307,Não
PROJ-0251,A certeza de avançar simplesmente,01/08/2023,03/02/2024,23/01/2024,413962,Leandro Guerra,Em andamento,96.45433853901125,1.091436876403117,0.8708408563050182,Sim
PROJ-0252,O prazer de inovar direto da fonte,23/12/2023,11/06/2024,31/05/2024,2653452,Kevin Farias,Em andamento,99.77959864134026,1.084687341393056,0.8369134486038453,Sim
PROJ-0253,A possibilidade de atingir seus objetivos simplesmente,22/01/2025,03/09/2025,13/09/2025,909503,Dr. Francisco da Cunha,Em andamento,68.23819994832111,0.9111708455966966,0.9435332229812384,Sim
PROJ-0254,A simplicidade de concretizar seus projetos mais facilmente,30/01/2024,10/11/2024,16/11/2024,2269586,Laís Gomes,Concluído,100.0,0.9893845148415751,1.035565687552151,Não
PROJ-0255,A certeza de realizar seus sonhos antes de tudo,12/11/2024,01/04/2025,11/07/2025,622800,Sr. Dante Moreira,Atrasado,64.44768813330052,0.6444768813330052,0.8076231012963969,Sim
PROJ-0256,O direito de realizar seus sonhos de maneira eficaz,12/05/2024,13/08/2024,12/08/2024,1176870,Luiz Henrique Barros,Em andamento,81.57440462960734,0.9311170677068076,0.9429333046015266,Sim
PROJ-0257,A possibilidade de realizar seus sonhos com toda a tranquilidade,27/05/2025,28/03/2026,26/03/2026,437366,Marina Rios,Em andamento,15.921345111696347,1.120562246240767,1.2310261006132166,Não
PROJ-0258,A arte de realizar seus sonhos antes de tudo,13/01/2025,20/03/2025,13/04/2025,570287,Emanuelly Gonçalves,Em andamento,91.50072502291987,0.9985323724058711,0.9853046423196838,Não
PROJ-0259,A certeza de realizar seus sonhos com confiança,05/09/2023,13/03/2024,10/05/2024,1117088,Srta. Luna Sampaio,Atrasado,83.46737563879142,0.8346737563879142,0.7873933620312078,Não
PROJ-0260,O prazer de evoluir com toda a tranquilidade,14/11/2024,27/01/2025,28/02/2025,1566322,Sr. Thomas Jesus,Atrasado,53.37103151970227,0.5337103151970227,0.8259608023802157,Não
PROJ-0261,A simplicidade de evoluir com força total,29/04/2024,17/12/2024,31/01/2025,4377155,Luiz Fernando Ramos,Atrasado,60.25148380918134,0.6025148380918134,0.9577279471117979,Não
PROJ-0262,A vantagem de atingir seus objetivos com toda a tranquilidade,12/05/2025,11/11/2025,10/11/2025,4759752,Maria Julia Viana,Em andamento,39.01661502926392,0.9206005980122692,0.9275050047399372,Sim
PROJ-0263,A segurança de evoluir mais facilmente,08/07/2024,29/10/2024,12/11/2024,987034,Benjamin Moura,Em andamento,83.94912673135191,1.0676639935898782,0.9750391892546348,Não
PROJ-0264,O poder de mudar mais rapidamente,20/09/2024,08/03/2025,09/04/2025,4031389,Joana Lima,Atrasado,82.07888039280174,0.8207888039280173,0.8127146668002612,Não
PROJ-0265,A possibilidade de evoluir mais facilmente,18/08/2024,12/04/2025,18/04/2025,1354603,Gabriela Cardoso,Em andamento,98.93284626273167,1.1099562560597382,0.8408138993210088,Sim
PROJ-0266,O direito de concretizar seus projetos sem preocupação,13/08/2024,16/09/2024,23/09/2024,2283551,Sr. Daniel Rodrigues,Em andamento,97.51082720861571,0.8807125742155636,0.9685011231016141,Sim
PROJ-0267,A liberdade de avançar mais rapidamente,05/06/2025,07/03/2026,16/03/2026,1519313,Maria Clara Fernandes,Concluído,100.0,1.052847872779651,1.0995047199727221,Não
PROJ-0268,A arte de avançar antes de tudo,11/09/2023,22/08/2024,03/11/2024,1184929,Benjamim Farias,Atrasado,57.685627547248444,0.5768562754724844,0.9138294220317474,Não
PROJ-0269,O direito de atingir seus objetivos naturalmente,30/08/2023,24/03/2024,29/03/2024,3976674,Kaique Rocha,Em andamento,84.39246526139041,0.9747639641404368,1.0571693202938492,Não
PROJ-0270,O conforto de avançar com confiança,06/08/2023,25/12/2023,08/01/2024,1386701,Júlia Sampaio,Atrasado,68.75094777442199,0.6875094777442199,0.9017126098650527,Não
PROJ-0271,A arte de ganhar com confiança,04/06/2025,14/02/2026,09/02/2026,2955637,Pedro Vieira,Em andamento,12.406846269440798,1.0609414896667329,0.8449351866376006,Não
PROJ-0272,O direito de concretizar seus projetos naturalmente,19/11/2024,25/12/2024,21/01/2025,640051,Ana Luiza Nunes,Em andamento,99.9,1.1166910698828465,1.2161925285519626,Não
PROJ-0273,A liberdade de mudar com confiança,23/05/2024,01/01/2025,24/01/2025,4494825,Ryan Rios,Em andamento,99.28697976790792,0.9009243047228941,0.8704997157666244,Não
PROJ-0274,A arte de concretizar seus projetos mais facilmente,15/09/2024,30/05/2025,03/07/2025,1605422,Josué Mendonça,Atrasado,66.52832523781342,0.6652832523781342,0.7779686695581622,Não
PROJ-0275,A possibilidade de conseguir em estado puro,01/06/2024,02/10/2024,12/03/2025,101399,Eduarda Peixoto,Atrasado,61.84776974285812,0.6184776974285812,0.9912829156613514,Não
PROJ-0276,A liberdade de inovar com toda a tranquilidade,09/05/2024,18/11/2024,05/02/2025,2840889,Daniela Novaes,Atrasado,88.98389221943204,0.8898389221943203,0.6808849424602613,Sim
PROJ-0277,A segurança de inovar sem preocupação,20/08/2024,19/06/2025,28/06/2025,2650721,Maria Julia Castro,Em andamento,94.58375925507563,0.950917601380417,0.8398668242706767,Não
PROJ-0278,O poder de atingir seus objetivos de maneira eficaz,14/04/2024,17/11/2024,10/12/2024,3920854,Eduarda Brito,Concluído,100.0,1.096756131880008,0.9764510398731875,Sim
PROJ-0279,A liberdade de ganhar com confiança,07/08/2023,04/05/2024,01/06/2024,1183016,Nina Jesus,Em andamento,86.18915700702759,1.094182299924373,1.2162947403881268,Não
PROJ-0280,A segurança de realizar seus sonhos mais rapidamente,16/08/2024,03/02/2025,24/01/2025,695462,Lorenzo Sousa,Concluído,100.0,1.054986887579261,1.1634958325306077,Não
PROJ-0281,A segurança de atingir seus objetivos de maneira eficaz,06/07/2024,20/05/2025,02/07/2025,1644089,Leandro da Costa,Atrasado,81.77227225532755,0.8177227225532754,0.7223180701553027,Não
PROJ-0282,O direito de concretizar seus projetos simplesmente,12/06/2025,02/03/2026,18/02/2026,3790491,Renan da Cunha,Em andamento,11.796065577800318,0.8819952189736872,1.1548114821049176,Sim
PROJ-0283,A possibilidade de inovar sem preocupação,15/07/2023,26/06/2024,13/06/2024,4380822,Dra. Emanuelly Vargas,Em andamento,87.93499644204404,0.9535993578619517,0.8475005083447229,Sim
PROJ-0284,A simplicidade de realizar seus sonhos com toda a tranquilidade,28/08/2023,28/10/2023,22/10/2023,1734864,Ester Pacheco,Concluído,100.0,1.0888371200689528,1.1654505711014866,Não
PROJ-0285,A liberdade de mudar simplesmente,07/07/2024,31/08/2024,28/11/2024,4078067,Pedro Peixoto,Atrasado,62.643680096602814,0.6264368009660282,0.7095155368578652,Sim
PROJ-0286,A certeza de atingir seus objetivos simplesmente,19/09/2024,01/04/2025,04/03/2025,2435573,Maitê Cirino,Concluído,100.0,1.0350912605231521,1.076417129676862,Não
PROJ-0287,O direito de mudar simplesmente,26/12/2023,19/03/2024,01/04/2024,4642841,Juliana Novaes,Em andamento,89.69328032517156,1.0983831918192672,0.8988319748630643,Não
PROJ-0288,O poder de ganhar antes de tudo,22/09/2023,31/07/2024,10/08/2024,1141551,Nicolas Silva,Concluído,100.0,1.0109206567043145,1.0090582394811196,Não
PROJ-0289,A vantagem de evoluir com toda a tranquilidade,14/04/2024,03/10/2024,04/10/2024,741942,Maya Silveira,Em andamento,90.6022291881672,1.1189963178725375,1.0213263955010774,Sim
PROJ-0290,A possibilidade de realizar seus sonhos com confiança,13/08/2024,28/02/2025,26/03/2025,3595798,Eloah da Costa,Em andamento,99.9,1.078976945251358,0.9994419257442541,Não
PROJ-0291,O poder de mudar mais facilmente,30/04/2024,16/12/2024,10/01/2025,381877,Nina Ramos,Em andamento,99.29503292062043,1.0455915293151459,1.148226203334683,Não
PROJ-0292,A liberdade de realizar seus sonhos com confiança,22/07/2023,17/12/2023,06/01/2024,842647,Pedro Lucas da Cunha,Em andamento,91.71339930668022,0.9070904212565805,0.8464719303297433,Sim
PROJ-0293,O prazer de avançar direto da fonte,07/01/2025,16/11/2025,15/12/2025,1296148,Ana Lívia Cassiano,Atrasado,49.691128001253034,0.8407201656428215,0.9420754506670558,Não
PROJ-0294,A certeza de avançar simplesmente,10/06/2024,07/09/2024,12/09/2024,3387224,Dr. Ravy da Luz,Concluído,100.0,1.0171532883517433,0.9718935004708507,Não
